добрый вечер я желаю чтобы ты прихватил ходульность вот нам из буфет,движение(буфет)движение взять(ходульность)взять движение(обратно)движение
передай как раз сюда футболист из библиотека,движение(библиотека)движение взять(футболист)взять движение(обратно)движение
привет мои замечательные руководители желают чтобы ты прихватил каре из медпункт,движение(медпункт)движение взять(каре)взять движение(обратно)движение
не сочти за труд взять ретроградность из буфет,движение(буфет)движение взять(ретроградность)взять движение(обратно)движение
добрый вечер ему хочется чтобы ты взял эмалировщик в пост охраны и вот только затем пошел в исходную точку,взять(эмалировщик)взять движение(пост охраны)движение движение(обратно)движение
пожалуйста попробуйте нам вот доставить прокус из отдел кадров,движение(отдел кадров)движение взять(прокус)взять движение(обратно)движение
добрый вечер требуем чтобы ты привез масса в медпункт и вот только тогда зашел на прежнее место,взять(масса)взять движение(медпункт)движение движение(обратно)движение
доброе утро она хочет чтобы ты дошел в аудитория 805 и доставил метилен сюда,движение(аудитория 805)движение взять(метилен)взять движение(обратно)движение
желаю чтобы ты дошел в библиотека и занес мироустройство нам именно,движение(библиотека)движение взять(мироустройство)взять движение(обратно)движение
здравствуй Полина и Ксения просят чтобы ты привез веселье из пост охраны,движение(пост охраны)движение взять(веселье)взять движение(обратно)движение
привет она просит чтобы ты прихватил рабовладельчество в аудитория 357,взять(рабовладельчество)взять движение(аудитория 357)движение
доброе утро Николаю хочется чтобы ты привез наставительность в пост охраны и после этого дошел обратно,взять(наставительность)взять движение(пост охраны)движение движение(обратно)движение
привет ваш коллектив хочет чтобы ты захватил можжевеловая в отдел кадров и только после этого пошел обратно,взять(можжевеловая)взять движение(отдел кадров)движение движение(обратно)движение
захвати кабинетность в медпункт и после этого возвращайся обратно,взять(кабинетность)взять движение(медпункт)движение движение(обратно)движение
приедь в пост охраны и привези приметливость им,взять(приметливость)взять движение(пост охраны)движение
добрый вечер занеси комиссионерство из аудитория 165,движение(аудитория 165)движение взять(комиссионерство)взять движение(обратно)движение
доброе утро прошу чтобы ты забрал индивидуалистка в библиотека а после этого дошел обратно,взять(индивидуалистка)взять движение(библиотека)движение движение(обратно)движение
сделай доброе дело сбегай в кампус Евразия и довези для нас душа,движение(кампус Евразия)движение взять(душа)взять движение(обратно)движение
довези мне только солнцелечение из библиотека,движение(библиотека)движение взять(солнцелечение)взять движение(обратно)движение
здравствуй желаем чтобы ты шел в отдел кадров и передал журавель как раз мне,движение(отдел кадров)движение взять(журавель)взять движение(обратно)движение
добрый день передай шишельник для нас именно из буфет,движение(буфет)движение взять(шишельник)взять движение(обратно)движение
здравствуй ее коллеги требуют чтобы ты прихватил зазнайка в пост охраны и вот только затем сбегал в начальную точку,взять(зазнайка)взять движение(пост охраны)движение движение(обратно)движение
привет жаждим чтобы ты в аудитория 329 довез кукольница и потом телепортировался на прежнее место,взять(кукольница)взять движение(аудитория 329)движение движение(обратно)движение
привет им хочется чтобы ты забрал бювет в буфет,взять(бювет)взять движение(буфет)движение
возьми весна из медпункт для нас вот,движение(медпункт)движение взять(весна)взять движение(обратно)движение
добрый день забери мешочничество в пункт 818 и затем зайди на прежнее место,взять(мешочничество)взять движение(пункт 818)движение движение(обратно)движение
попробуйте прихватить для меня как раз лотошник пожалуйста из пост охраны,движение(пост охраны)движение взять(лотошник)взять движение(обратно)движение
пожалуйста не откажите в любезности привезти сопротивление именно мне из отдел кадров,движение(отдел кадров)движение взять(сопротивление)взять движение(обратно)движение
доброе утро прихвати свирепость в пост охраны и после дойди на прежнее место,взять(свирепость)взять движение(пост охраны)движение движение(обратно)движение
извольте довезти именно мне перевалка пожалуйста из пункт 431,движение(пункт 431)движение взять(перевалка)взять движение(обратно)движение
здравствуй мы требуем чтобы ты занес заваливание в медпункт,взять(заваливание)взять движение(медпункт)движение
принеси чернородье из кампус Бразилия именно нам пожалуйста,движение(кампус Бразилия)движение взять(чернородье)взять движение(обратно)движение
потрудитесь привезти блокпост из отдел кадров,движение(отдел кадров)движение взять(блокпост)взять движение(обратно)движение
не откажите в любезности дойти в пункт 246 и довезти починка туда,взять(починка)взять движение(пункт 246)движение
сделай доброе дело занеси вот мне полушубочек из буфет,движение(буфет)движение взять(полушубочек)взять движение(обратно)движение
можете передать обмерок в пост охраны,взять(обмерок)взять движение(пост охраны)движение
будь другом сходи в кампус Южная Америка и отдай гидроакустик коллективу а после чего вернись,взять(гидроакустик)взять движение(кампус Южная Америка)движение движение(обратно)движение
потрудитесь захватить запорожец пожалуйста вот мне из пост охраны,движение(пост охраны)движение взять(запорожец)взять движение(обратно)движение
можете отнести самоподаватель в кабинет 774,взять(самоподаватель)взять движение(кабинет 774)движение
приедь пожалуйста в кабинет 782 и отдай для меня подхомутник,движение(кабинет 782)движение взять(подхомутник)взять движение(обратно)движение
доброе утро он требует чтобы ты поехал в буфет и привез отъединённость для нас,движение(буфет)движение взять(отъединённость)взять движение(обратно)движение
друг приедь в кампус Антарктида и передай для них зарубинка,взять(зарубинка)взять движение(кампус Антарктида)движение
я хочу чтобы ты взял фриц в медпункт,взять(фриц)взять движение(медпункт)движение
привет коллективу хочется чтобы ты принес кольт в буфет и после чего вернулся,взять(кольт)взять движение(буфет)движение движение(обратно)движение
пожалуйста не сочти за труд отнести хвороба для меня как раз из кампус Северная Америка,движение(кампус Северная Америка)движение взять(хвороба)взять движение(обратно)движение
пожалуйста захвати наличник из отдел кадров,движение(отдел кадров)движение взять(наличник)взять движение(обратно)движение
привет возьми припиливание в библиотека,взять(припиливание)взять движение(библиотека)движение
пожалуйста не сочтите за труд принести дерновка из буфет,движение(буфет)движение взять(дерновка)взять движение(обратно)движение
здравствуй замечательные группы просят чтобы ты принес фуражир из библиотека,движение(библиотека)движение взять(фуражир)взять движение(обратно)движение
не откажи в любезности забрать для меня только круча из медпункт,движение(медпункт)движение взять(круча)взять движение(обратно)движение
будь так добр увези вот для нас бурильщица из библиотека,движение(библиотека)движение взять(бурильщица)взять движение(обратно)движение
привет требуем чтобы ты принес кулан из кампус Африка,движение(кампус Африка)движение взять(кулан)взять движение(обратно)движение
будь добр иди в кабинет 703 и отвези трансформатор коллективу,взять(трансформатор)взять движение(кабинет 703)движение
привет наши замечательные руководители требуют чтобы ты захватил сноп в кампус Евразия,взять(сноп)взять движение(кампус Евразия)движение
изволь сгонять пожалуйста в пункт 982 и довезти оттуда штундистка,движение(пункт 982)движение взять(штундистка)взять движение(обратно)движение
я требую чтобы ты привез переступень как раз для нас из кабинет 869,движение(кабинет 869)движение взять(переступень)взять движение(обратно)движение
добрый день ее трудолюбивые руководители хотят чтобы ты привез верблюжонок в медпункт,взять(верблюжонок)взять движение(медпункт)движение
привет желаю чтобы ты привез прихлёб в кампус Северная Америка,взять(прихлёб)взять движение(кампус Северная Америка)движение
попробуйте принести связка из пункт 237 пожалуйста,движение(пункт 237)движение взять(связка)взять движение(обратно)движение
здравствуй руководителям охота чтобы ты в библиотека передал отделочник и после этого съездил в начальную точку,взять(отделочник)взять движение(библиотека)движение движение(обратно)движение
приедь в буфет и доставь коллективу подходка,взять(подходка)взять движение(буфет)движение
попробуйте идти пожалуйста в библиотека и довезти отребье туда,взять(отребье)взять движение(библиотека)движение
передай тятя в библиотека,взять(тятя)взять движение(библиотека)движение
потрудитесь забрать гудронирование только для нас из медпункт,движение(медпункт)движение взять(гудронирование)взять движение(обратно)движение
изволь добраться пожалуйста в аудитория 931 и занести нерасположение коллегам,взять(нерасположение)взять движение(аудитория 931)движение
добрый день мы просим чтобы ты отвез пришаркивание в кабинет 318,взять(пришаркивание)взять движение(кабинет 318)движение
хотим чтобы ты привез дармовщина из медпункт,движение(медпункт)движение взять(дармовщина)взять движение(обратно)движение
потрудись привезти носкость пожалуйста в медпункт,взять(носкость)взять движение(медпункт)движение
следуй в пост охраны и забери нам смятость,движение(пост охраны)движение взять(смятость)взять движение(обратно)движение
потрудитесь отвезти передирка из библиотека,движение(библиотека)движение взять(передирка)взять движение(обратно)движение
добрый вечер мы хотим чтобы ты отвез приглядность в пост охраны а после чего вернулся,взять(приглядность)взять движение(пост охраны)движение движение(обратно)движение
не откажите в любезности телепортироваться пожалуйста в библиотека и отвезти туда мундшенк и вот только затем идти в начальную точку,взять(мундшенк)взять движение(библиотека)движение движение(обратно)движение
пожалуйста доставь гидроизоляция в аудитория 673 а после чего съезди на прежнее место,взять(гидроизоляция)взять движение(аудитория 673)движение движение(обратно)движение
прошу чтобы ты прихватил подгнаивание из кампус Антарктида,движение(кампус Антарктида)движение взять(подгнаивание)взять движение(обратно)движение
прошу чтобы ты доставил недомеривание в библиотека,взять(недомеривание)взять движение(библиотека)движение
будь добр отнеси бланк в кабинет 310 и вот только тогда приедь на прежнее место,взять(бланк)взять движение(кабинет 310)движение движение(обратно)движение
желаем чтобы ты занес псевдоготика в кампус Евразия,взять(псевдоготика)взять движение(кампус Евразия)движение
пожалуйста возьми забытьё в кампус Южная Америка,взять(забытьё)взять движение(кампус Южная Америка)движение
доброе утро ее руководители хотят чтобы ты в кампус Евразия взял подосинник а после этого переместился назад,взять(подосинник)взять движение(кампус Евразия)движение движение(обратно)движение
дойди в пункт 345 и отдай туда омоним,взять(омоним)взять движение(пункт 345)движение
можете идти пожалуйста в кампус Бразилия и доставить коллегам приземистость,взять(приземистость)взять движение(кампус Бразилия)движение
не откажи в любезности сбегать пожалуйста в буфет и захватить сюда снайпер,движение(буфет)движение взять(снайпер)взять движение(обратно)движение
сделай доброе дело привези сюда только домодельщина из библиотека,движение(библиотека)движение взять(домодельщина)взять движение(обратно)движение
сделай доброе дело отнеси неинтенсивность в аудитория 537,взять(неинтенсивность)взять движение(аудитория 537)движение
пожалуйста доставь нам только компрессик из библиотека,движение(библиотека)движение взять(компрессик)взять движение(обратно)движение
попробуйте идти пожалуйста в буфет и отнести сказочница оттуда,движение(буфет)движение взять(сказочница)взять движение(обратно)движение
пожалуйста потрудись взять отрезок в аудитория 381 и только тогда дойти обратно,взять(отрезок)взять движение(аудитория 381)движение движение(обратно)движение
прошу следуй в медпункт и доставь передислокация им,взять(передислокация)взять движение(медпункт)движение
забери тритон в библиотека и после этого пойди обратно,взять(тритон)взять движение(библиотека)движение движение(обратно)движение
сделай одолжение доставь циклёвка в аудитория 447 и вот только тогда доберись обратно,взять(циклёвка)взять движение(аудитория 447)движение движение(обратно)движение
добрый вечер его коллеги просят чтобы ты доставил морожение из кабинет 928,движение(кабинет 928)движение взять(морожение)взять движение(обратно)движение
увези репрезентант из аудитория 44 для меня вот пожалуйста,движение(аудитория 44)движение взять(репрезентант)взять движение(обратно)движение
изволь взять скончание в пост охраны,взять(скончание)взять движение(пост охраны)движение
привет прибудь в медпункт и передай им артикуляция,взять(артикуляция)взять движение(медпункт)движение
добрый вечер поезжай в медпункт и принеси им неравнодушие и только после этого возвращайся обратно,взять(неравнодушие)взять движение(медпункт)движение движение(обратно)движение
сделай одолжение сгоняй в кабинет 771 и отдай для них трубопрокатчик и вот только затем переместись назад,взять(трубопрокатчик)взять движение(кабинет 771)движение движение(обратно)движение
можете сбегать в буфет и занести для них сеанс,взять(сеанс)взять движение(буфет)движение
привет они требуют чтобы ты прихватил губёнка из пост охраны,движение(пост охраны)движение взять(губёнка)взять движение(обратно)движение
привет ее группы хотят чтобы ты привез пятилетка в пункт 385 а после переместился в исходную точку,взять(пятилетка)взять движение(пункт 385)движение движение(обратно)движение
заедь пожалуйста в буфет и отнеси подкармливание для меня,движение(буфет)движение взять(подкармливание)взять движение(обратно)движение
добрый день им хочется чтобы ты захватил будёновец в кабинет 782 а после чего телепортировался в начальную точку,взять(будёновец)взять движение(кабинет 782)движение движение(обратно)движение
доброе утро ей хочется чтобы ты отдал ассенизатор в аудитория 412 после этого вернулся,взять(ассенизатор)взять движение(аудитория 412)движение движение(обратно)движение
привет нам охота чтобы ты в аудитория 925 отнес молодчага а после вернулся,взять(молодчага)взять движение(аудитория 925)движение движение(обратно)движение
прошу забеги в медпункт и привези электромобиль нам,движение(медпункт)движение взять(электромобиль)взять движение(обратно)движение
будь другом увези платиноид в медпункт,взять(платиноид)взять движение(медпункт)движение
сделай доброе дело забери стекольщик в библиотека,взять(стекольщик)взять движение(библиотека)движение
добрый вечер довези рукомойка в пост охраны и возвращайся,взять(рукомойка)взять движение(пост охраны)движение движение(обратно)движение
не откажи в любезности забрать поножовщина из буфет пожалуйста,движение(буфет)движение взять(поножовщина)взять движение(обратно)движение
извольте занести тискальщик в пост охраны,взять(тискальщик)взять движение(пост охраны)движение
друг отвези именно для меня скотоложство из кабинет 558,движение(кабинет 558)движение взять(скотоложство)взять движение(обратно)движение
здравствуй им охота чтобы ты принес гроссмейстер в медпункт,взять(гроссмейстер)взять движение(медпункт)движение
мы хотим чтобы ты в отдел кадров передал инсектарий потом поехал в исходную точку,взять(инсектарий)взять движение(отдел кадров)движение движение(обратно)движение
добрый вечер хотим чтобы ты в кампус Евразия отнес ребус и вот только тогда прибыл обратно,взять(ребус)взять движение(кампус Евразия)движение движение(обратно)движение
твои руководители требуют чтобы ты доставил жительница в буфет,взять(жительница)взять движение(буфет)движение
съезди в аудитория 16 и отдай игрунья для них после чего возвращайся,взять(игрунья)взять движение(аудитория 16)движение движение(обратно)движение
добрый вечер жаждим чтобы ты следовал в кабинет 299 и принес застрельщица мне именно,движение(кабинет 299)движение взять(застрельщица)взять движение(обратно)движение
не откажите в любезности привезти подпал пожалуйста в отдел кадров,взять(подпал)взять движение(отдел кадров)движение
привет твоя трудолюбивая группа просит чтобы ты занес распускание из медпункт,движение(медпункт)движение взять(распускание)взять движение(обратно)движение
здравствуй коллегам хочется чтобы ты взял госэкзамен в кабинет 925 и пошел в начальную точку,взять(госэкзамен)взять движение(кабинет 925)движение движение(обратно)движение
привет Ксении охота чтобы ты довез филетирование в отдел кадров и после этого вернулся,взять(филетирование)взять движение(отдел кадров)движение движение(обратно)движение
привет доставь пантомимист в медпункт,взять(пантомимист)взять движение(медпункт)движение
доброе утро Полина и Ксения требуют чтобы ты заехал в кабинет 898 и прихватил всучивание как раз сюда,движение(кабинет 898)движение взять(всучивание)взять движение(обратно)движение
привет коллективу охота чтобы ты передал суглинок в буфет,взять(суглинок)взять движение(буфет)движение
привет Полина и Ксения требуют чтобы ты поехал в медпункт и передал ущербность для меня,движение(медпункт)движение взять(ущербность)взять движение(обратно)движение
забери для меня вот потворщица пожалуйста из буфет,движение(буфет)движение взять(потворщица)взять движение(обратно)движение
добрый вечер ваша талантливая группа хочет чтобы ты отвез времечко нам из кабинет 674,движение(кабинет 674)движение взять(времечко)взять движение(обратно)движение
доброе утро я прошу чтобы ты доставил подвижность из пункт 572,движение(пункт 572)движение взять(подвижность)взять движение(обратно)движение
пожалуйста принеси нам передатчица из отдел кадров,движение(отдел кадров)движение взять(передатчица)взять движение(обратно)движение
не сочтите за труд отнести пальщик пожалуйста из кабинет 98,движение(кабинет 98)движение взять(пальщик)взять движение(обратно)движение
здравствуй нам хочется чтобы ты принес путанность в буфет,взять(путанность)взять движение(буфет)движение
не сочти за труд идти в буфет и довезти туда пришабривание,взять(пришабривание)взять движение(буфет)движение
добрый вечер замечательный состав желает чтобы ты в кампус Евразия привез свинорой и только тогда дошел обратно,взять(свинорой)взять движение(кампус Евразия)движение движение(обратно)движение
я желаю чтобы ты отвез возница в библиотека после добрался назад,взять(возница)взять движение(библиотека)движение движение(обратно)движение
будь другом сходи в медпункт и отнеси кооператор коллегам потом зайди обратно,взять(кооператор)взять движение(медпункт)движение движение(обратно)движение
изволь отвезти электросварщик в буфет пожалуйста,взять(электросварщик)взять движение(буфет)движение
потрудись сходить в пункт 961 и прихватить обременённость туда,взять(обременённость)взять движение(пункт 961)движение
пожалуйста можете принести ночь в медпункт и после добраться в исходную точку,взять(ночь)взять движение(медпункт)движение движение(обратно)движение
отвези ятовье сюда из медпункт,движение(медпункт)движение взять(ятовье)взять движение(обратно)движение
изволь доставить отвозчица нам именно из библиотека,движение(библиотека)движение взять(отвозчица)взять движение(обратно)движение
доброе утро его талантливые коллеги желают чтобы ты в буфет увез гелиотропизм потом поехал в исходную точку,взять(гелиотропизм)взять движение(буфет)движение движение(обратно)движение
привет желаю чтобы ты отвез террарий нам только из аудитория 962,движение(аудитория 962)движение взять(террарий)взять движение(обратно)движение
попробуйте телепортироваться в медпункт и отнести им выщелачивание и только тогда приехать в исходную точку,взять(выщелачивание)взять движение(медпункт)движение движение(обратно)движение
добрый вечер прихвати романист в аудитория 876,взять(романист)взять движение(аудитория 876)движение
изволь сбегать в отдел кадров и довезти им медицина и вот только затем вернуться,взять(медицина)взять движение(отдел кадров)движение движение(обратно)движение
приедь пожалуйста в пункт 375 и отдай им трубка а после этого сбегай обратно,взять(трубка)взять движение(пункт 375)движение движение(обратно)движение
здравствуй нам хочется чтобы ты дошел в библиотека и доставил влюблённость как раз нам,движение(библиотека)движение взять(влюблённость)взять движение(обратно)движение
добрый вечер Николай и Ксения желают чтобы ты взял батрак из библиотека,движение(библиотека)движение взять(батрак)взять движение(обратно)движение
заедь в кабинет 631 и доставь для них лимонник и потом пойди обратно,взять(лимонник)взять движение(кабинет 631)движение движение(обратно)движение
привет прошу чтобы ты передал синхрония в отдел кадров,взять(синхрония)взять движение(отдел кадров)движение
изволь взять холестерин из библиотека,движение(библиотека)движение взять(холестерин)взять движение(обратно)движение
прихвати письмоводительство пожалуйста в библиотека,взять(письмоводительство)взять движение(библиотека)движение
привет мы хотим чтобы ты в медпункт передал двадцатипятирублёвка и только потом заехал обратно,взять(двадцатипятирублёвка)взять движение(медпункт)движение движение(обратно)движение
сделай одолжение сходи в буфет и возьми для них нетронутость,взять(нетронутость)взять движение(буфет)движение
сбегай в кампус Бразилия и забери им кайло а после возвращайся,взять(кайло)взять движение(кампус Бразилия)движение движение(обратно)движение
доброе утро их талантливые группы хотят чтобы ты прихватил подзащитный именно мне из пост охраны,движение(пост охраны)движение взять(подзащитный)взять движение(обратно)движение
привет трудолюбивый коллектив требует чтобы ты в пункт 526 передал перестановление и вот только затем дошел обратно,взять(перестановление)взять движение(пункт 526)движение движение(обратно)движение
привет замечательный коллектив жаждет чтобы ты взял клееварение из пункт 618,движение(пункт 618)движение взять(клееварение)взять движение(обратно)движение
не сочтите за труд телепортироваться пожалуйста в буфет и взять туда дефектовщик а после чего прибыть обратно,взять(дефектовщик)взять движение(буфет)движение движение(обратно)движение
бога ради отдай подзатыльник в отдел кадров,взять(подзатыльник)взять движение(отдел кадров)движение
попробуйте взять мозель пожалуйста как раз сюда из пункт 118,движение(пункт 118)движение взять(мозель)взять движение(обратно)движение
здравствуй я хочу чтобы ты следовал в библиотека и захватил донашивание сюда как раз,движение(библиотека)движение взять(донашивание)взять движение(обратно)движение
не сочти за труд зайти пожалуйста в аудитория 664 и отнести оттуда оригинальничание,движение(аудитория 664)движение взять(оригинальничание)взять движение(обратно)движение
пожалуйста забери верхушечка из аудитория 960,движение(аудитория 960)движение взять(верхушечка)взять движение(обратно)движение
друг передай вот сюда волнолом из кабинет 226,движение(кабинет 226)движение взять(волнолом)взять движение(обратно)движение
доставь заволока в медпункт после чего вернись,взять(заволока)взять движение(медпункт)движение движение(обратно)движение
привет требую чтобы ты передал мемуарист в кабинет 58,взять(мемуарист)взять движение(кабинет 58)движение
попробуйте пойти в медпункт и передать инквизитор коллегам,взять(инквизитор)взять движение(медпункт)движение
ее талантливая команда жаждет чтобы ты взял примазка в медпункт,взять(примазка)взять движение(медпункт)движение
не сочтите за труд отнести сомина пожалуйста из отдел кадров,движение(отдел кадров)движение взять(сомина)взять движение(обратно)движение
попробуй приехать в буфет и забрать для нас инженер,движение(буфет)движение взять(инженер)взять движение(обратно)движение
доставь как раз нам фискалка из библиотека,движение(библиотека)движение взять(фискалка)взять движение(обратно)движение
доброе утро Сергею Александровичу охота чтобы ты довез подпорка сюда именно из библиотека,движение(библиотека)движение взять(подпорка)взять движение(обратно)движение
добрый вечер просим чтобы ты в библиотека увез преобладание после съездил в исходную точку,взять(преобладание)взять движение(библиотека)движение движение(обратно)движение
будь добр прибудь в кабинет 874 и возьми туда азбуковник,взять(азбуковник)взять движение(кабинет 874)движение
доброе утро хочу чтобы ты занес старостиха из кампус Северная Америка,движение(кампус Северная Америка)движение взять(старостиха)взять движение(обратно)движение
точно занеси мне вот буби из аудитория 486,движение(аудитория 486)движение взять(буби)взять движение(обратно)движение
добрый день довези для меня вот спиннинг из кампус Африка,движение(кампус Африка)движение взять(спиннинг)взять движение(обратно)движение
